symbol,exchange,company_name,isin,face_value,status,group,instrument,listing_date,market_lot,paid_up_value,security_code
20MICRONS,NSE,20 Microns Limited,INE144J01027,5,Active,,EQ,06-OCT-2008,1,5,
21STCENMGM,NSE,21st Century Management Services Limited,INE253B01015,10,Active,,EQ,03-MAY-1995,1,10,
360ONE,NSE,360 ONE WAM LIMITED,INE466L01038,1,Active,,EQ,19-SEP-2019,1,1,
3IINFOLTD,NSE,3i Infotech Limited,INE748C01038,10,Active,,EQ,22-OCT-2021,1,10,
3MINDIA,NSE,3M India Limited,INE470A01017,10,Active,,EQ,13-AUG-2004,1,10,
3PLAND,NSE,3P Land Holdings Limited,INE105C01023,2,Active,,EQ,19-JUL-1995,1,2,
5PAISA,NSE,5Paisa Capital Limited,INE618L01018,10,Active,,EQ,16-NOV-2017,1,10,
63MOONS,NSE,63 moons technologies limited,INE111B01023,2,Active,,EQ,20-JUN-2005,1,2,
A2ZINFRA,NSE,A2Z Infra Engineering Limited,INE619I01012,10,Active,,EQ,23-DEC-2010,1,10,
AAATECH,NSE,AAA Technologies Limited,INE0D0U01013,10,Active,,BE,28-NOV-2022,1,10,
AADHARHFC,NSE,Aadhar Housing Finance Limited,INE883F01010,10,Active,,EQ,15-MAY-2024,1,10,
AAKASH,NSE,Aakash Exploration Services Limited,INE087Z01024,1,Active,,EQ,29-SEP-2020,1,1,
AAREYDRUGS,NSE,Aarey Drugs & Pharmaceuticals Limited,INE198H01019,10,Active,,BE,06-AUG-2021,1,10,
AARON,NSE,Aaron Industries Limited,INE721Z01010,10,Active,,EQ,06-NOV-2020,1,10,
AARTECH,NSE,Aartech Solonics Limited,INE01C001026,5,Active,,EQ,10-JUL-2023,1,5,
AARTIDRUGS,NSE,Aarti Drugs Limited,INE767A01016,10,Active,,EQ,19-SEP-2003,1,10,
AARTIIND,NSE,Aarti Industries Limited,INE769A01020,5,Active,,EQ,08-FEB-1995,1,5,
AARTIPHARM,NSE,Aarti Pharmalabs Limited,INE0LRU01027,5,Active,,EQ,30-JAN-2023,1,5,
AARTISURF,NSE,Aarti Surfactants Limited,INE09EO01013,10,Active,,EQ,14-JUL-2020,1,10,
AARVI,NSE,Aarvi Encon Limited,INE754X01016,10,Active,,EQ,24-JUN-2020,1,10,
AAVAS,NSE,Aavas Financiers Limited,INE216P01012,10,Active,,EQ,08-OCT-2018,1,10,
ABAN,NSE,Aban Offshore Limited,INE421A01028,2,Active,,BE,29-MAR-1995,1,2,
ABB,NSE,ABB India Limited,INE117A01022,2,Active,,EQ,08-FEB-1995,1,2,
ABBOTINDIA,NSE,Abbott India Limited,INE358A01014,10,Active,,EQ,08-JAN-2010,1,10,
ABCAPITAL,NSE,Aditya Birla Capital Limited,INE674K01013,10,Active,,EQ,01-SEP-2017,1,10,
ABCOTS,NSE,A B Cotspin India Limited,INE08PH01015,10,Active,,EQ,24-SEP-2025,1,10,
ABDL,NSE,Allied Blenders and Distillers Limited,INE552Z01027,2,Active,,EQ,02-JUL-2024,1,2,
ABFRL,NSE,Aditya Birla Fashion and Retail Limited,INE647O01011,10,Active,,EQ,17-JUL-2013,1,10,
ABINFRA,NSE,A B Infrabuild Limited,INE00YB01025,1,Active,,EQ,08-NOV-2024,1,1,
ABLBL,NSE,Aditya Birla Lifestyle Brands Limited,INE14LE01019,10,Active,,EQ,23-JUN-2025,1,10,
ABMINTLLTD,NSE,ABM International Limited,INE251C01025,10,Active,,EQ,09-SEP-2021,1,10,
ABREL,NSE,Aditya Birla Real Estate Limited,INE055A01016,10,Active,,EQ,27-JUN-2003,1,10,
ABSLAMC,NSE,Aditya Birla Sun Life AMC Limited,INE404A01024,5,Active,,EQ,11-OCT-2021,1,5,
ACC,NSE,ACC Limited,INE012A01025,10,Active,,EQ,20-NOV-1996,1,10,
ACCELYA,NSE,Accelya Solutions India Limited,INE793A01012,10,Active,,EQ,01-DEC-1999,1,10,
ACCURACY,NSE,Accuracy Shipping Limited,INE648Z01023,1,Active,,EQ,11-DEC-2020,1,1,
ACE,NSE,Action Construction Equipment Limited,INE731H01025,2,Active,,EQ,26-SEP-2006,1,2,
ACEINTEG,NSE,Ace Integrated Solutions Limited,INE543V01017,10,Active,,EQ,04-NOV-2022,1,10,
ACI,NSE,Archean Chemical Industries Limited,INE128X01021,2,Active,,EQ,21-NOV-2022,1,2,
ACL,NSE,Andhra Cements Limited,INE666E01020,10,Active,,EQ,10-MAY-2023,1,10,
ACMESOLAR,NSE,Acme Solar Holdings Limited,INE622W01025,2,Active,,EQ,13-NOV-2024,1,2,
ACUTAAS,NSE,Acutaas Chemicals Limited,INE00FF01025,5,Active,,EQ,14-SEP-2021,1,5,
ADANI-RE,NSE,Adani Enterprises Limited-RE,INE423A20016,1,Active,,BE,25-NOV-2025,1,1,
ADANIENSOL,NSE,Adani Energy Solutions Limited,INE931S01010,10,Active,,EQ,31-JUL-2015,1,10,
ADANIENT,NSE,Adani Enterprises Limited,INE423A01024,1,Active,,EQ,04-JUN-1997,1,1,
ADANIGREEN,NSE,Adani Green Energy Limited,INE364U01010,10,Active,,EQ,18-JUN-2018,1,10,
ADANIPORTS,NSE,Adani Ports and Special Economic Zone Limited,INE742F01042,2,Active,,EQ,27-NOV-2007,1,2,
ADANIPOWER,NSE,Adani Power Limited,INE814H01029,2,Active,,EQ,20-AUG-2009,1,2,
ADFFOODS,NSE,ADF Foods Limited,INE982B01027,2,Active,,EQ,15-SEP-2010,1,2,
ADL,NSE,Archidply Decor Limited,INE0CHO01012,10,Active,,EQ,01-OCT-2020,1,10,
ADOR,NSE,Ador Welding Limited,INE045A01017,10,Active,,EQ,10-MAY-1995,1,10,
ADROITINFO,NSE,Adroit Infotech Limited,INE737B01033,10,Active,,EQ,13-AUG-1997,1,10,
ADSL,NSE,Allied Digital Services Limited,INE102I01027,5,Active,,EQ,25-JUL-2007,1,5,
ADVANCE,NSE,Advance Agrolife Limited,INE1B0W01010,10,Active,,EQ,08-OCT-2025,1,10,
ADVANIHOTR,NSE,Advani Hotels & Resorts (India) Limited,INE199C01026,2,Active,,EQ,25-JUN-2007,1,2,
ADVENTHTL,NSE,Advent Hotels International Limited,INE28GN01010,10,Active,,EQ,13-NOV-2025,1,10,
ADVENZYMES,NSE,Advanced Enzyme Technologies Limited,INE837H01020,2,Active,,EQ,01-AUG-2016,1,2,
AEGISLOG,NSE,Aegis Logistics Limited,INE208C01025,1,Active,,EQ,03-APR-1996,1,1,
AEGISVOPAK,NSE,Aegis Vopak Terminals Limited,INE0INX01018,10,Active,,EQ,02-JUN-2025,1,10,
AEROENTER,NSE,Aeroflex Enterprises Limited,INE065D01027,2,Active,,EQ,21-NOV-2022,1,2,
AEROFLEX,NSE,Aeroflex Industries Limited,INE024001021,2,Active,,EQ,31-AUG-2023,1,2,
AERONEU,NSE,Aeroflex Neu Limited,INE035801013,10,Active,,EQ,12-JAN-2023,1,10,
AETHER,NSE,Aether Industries Limited,INE0BWX01014,10,Active,,EQ,03-JUN-2022,1,10,
AFCONS,NSE,Afcons Infrastructure Limited,INE101I01011,10,Active,,EQ,04-NOV-2024,1,10,
AFFLE,NSE,Affle 3i Limited,INE00WC01027,2,Active,,EQ,08-AUG-2019,1,2,
AFFORDABLE,NSE,Affordable Robotic & Automation Limited,INE692Z01013,10,Active,,EQ,23-OCT-2024,1,10,
AFIL,NSE,Akme Fintrade (India) Limited,INE916Y01027,1,Active,,EQ,26-JUN-2024,1,1,
AFSL,NSE,Abans Financial Services Limited,INE00ZE01026,2,Active,,EQ,23-DEC-2022,1,2,
AGARIND,NSE,Agarwal Industrial Corporation Limited,INE204E01012,10,Active,,EQ,26-MAY-2014,1,10,
AGARWALEYE,NSE,Dr. Agarwal's Health Care Limited,INE943P01029,1,Active,,EQ,04-FEB-2025,1,1,
AGI,NSE,AGI Greenpac Limited,INE415A01038,2,Active,,EQ,31-MAY-2000,1,2,
AGIIL,NSE,Agi Infra Limited,INE976R01033,1,Active,,EQ,15-JUL-2024,1,1,
AGRITECH,NSE,Agri-Tech (India) Limited,INE449G01018,10,Active,,EQ,28-JAN-2014,1,10,
AGROPHOS,NSE,Agro Phos India Limited,INE740V01019,10,Active,,EQ,08-MAR-2019,1,10,
AGSTRA,NSE,AGS Transact Technologies Limited,INE583L01014,10,Active,,BZ,31-JAN-2022,1,10,
AHCL,NSE,Anlon Healthcare Limited,INE0Y8W01017,10,Active,,BE,03-SEP-2025,1,10,
AHLADA,NSE,Ahlada Engineers Limited,INE00PV01013,10,Active,,EQ,28-JAN-2021,1,10,
AHLEAST,NSE,Asian Hotels (East) Limited,INE926K01017,10,Active,,EQ,11-AUG-2010,1,10,
AHLUCONT,NSE,Ahluwalia Contracts (India) Limited,INE758C01029,2,Active,,EQ,14-DEC-2009,1,2,
AIAENG,NSE,AIA Engineering Limited,INE212H01026,2,Active,,EQ,14-DEC-2005,1,2,
AIIL,NSE,Authum Investment & Infrastructure Limited,INE206F01022,1,Active,,EQ,23-APR-2024,1,1,
AIRAN,NSE,Airan Limited,INE645W01026,2,Active,,EQ,03-MAY-2019,1,2,
AIROLAM,NSE,Airo Lam limited,INE801L01010,10,Active,,EQ,13-OCT-2021,1,10,
AJANTPHARM,NSE,Ajanta Pharma Limited,INE031B01049,2,Active,,EQ,29-MAY-2000,1,2,
AJAXENGG,NSE,Ajax Engineering Limited,INE274Y01021,1,Active,,EQ,17-FEB-2025,1,1,
AJMERA,NSE,Ajmera Realty & Infra India Limited,INE298G01027,10,Active,,EQ,16-JUN-2009,1,10,
AJOONI,NSE,Ajooni Biotech Limited,INE820Y01021,2,Active,,EQ,07-MAY-2021,1,2,
AKASH,NSE,Akash Infra-Projects Limited,INE737W01013,10,Active,,EQ,11-OCT-2019,1,10,
AKG,NSE,Akg Exim Limited,INE00Y801016,10,Active,,EQ,16-FEB-2021,1,10,
AKI,NSE,AKI India Limited,INE642Z01026,2,Active,,EQ,06-APR-2023,1,2,
AKSHAR,NSE,Akshar Spintex Limited,INE256Z01025,1,Active,,EQ,23-MAY-2022,1,1,
AKSHARCHEM,NSE,AksharChem India Limited,INE542B01011,10,Active,,EQ,28-MAR-2017,1,10,
AKSHOPTFBR,NSE,Aksh Optifibre Limited,INE523B01011,5,Active,,EQ,18-AUG-2000,1,5,
AKUMS,NSE,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,2,Active,,EQ,06-AUG-2024,1,2,
AKZOINDIA,NSE,Akzo Nobel India Limited,INE133A01011,10,Active,,EQ,28-JUN-2001,1,10,
ALANKIT,NSE,Alankit Limited,INE914E01040,1,Active,,EQ,30-JUN-2015,1,1,
ALBERTDAVD,NSE,Albert David Limited,INE155C01010,10,Active,,EQ,14-JUN-2016,1,10,
ALEMBICLTD,NSE,Alembic Limited,INE426A01027,2,Active,,EQ,22-SEP-1999,1,2,
ALICON,NSE,Alicon Castalloy Limited,INE062D01024,5,Active,,EQ,29-SEP-2006,1,5,
ALIVUS,NSE,Alivus Life Sciences Limited,INE03Q201024,2,Active,,EQ,06-AUG-2021,1,2,
ALKALI,NSE,Alkali Metals Limited,INE773I01017,10,Active,,EQ,06-NOV-2008,1,10,
ALKEM,NSE,Alkem Laboratories Limited,INE540L01014,2,Active,,EQ,23-DEC-2015,1,2,
ALKYLAMINE,NSE,Alkyl Amines Chemicals Limited,INE150B01039,2,Active,,EQ,26-NOV-2007,1,2,
ALLCARGO,NSE,Allcargo Logistics Limited,INE418H01029,2,Active,,EQ,23-JUN-2006,1,2,
ALLDIGI,NSE,Alldigi Tech Limited,INE835G01018,10,Active,,EQ,09-MAY-2005,1,10,
ALLTIME,NSE,All Time Plastics Limited,INE0GV601021,2,Active,,EQ,14-AUG-2025,1,2,
ALMONDZ,NSE,Almondz Global Securities Limited,INE326B01035,1,Active,,EQ,16-JUN-2008,1,1,
ALOKINDS,NSE,Alok Industries Limited,INE270A01029,1,Active,,EQ,19-FEB-2020,1,1,
ALPA,NSE,Alpa Laboratories Limited,INE385I01010,10,Active,,EQ,06-AUG-2007,1,10,
ALPHAGEO,NSE,Alphageo (India) Limited,INE137C01018,10,Active,,EQ,11-MAY-2007,1,10,
ALPSINDUS,NSE,Alps Industries Limited,INE093B01015,10,Active,,EQ,24-APR-1996,1,10,
AMANTA,NSE,Amanta Healthcare Limited,INE084K01015,10,Active,,EQ,09-SEP-2025,1,10,
AMBER,NSE,Amber Enterprises India Limited,INE371P01015,10,Active,,EQ,30-JAN-2018,1,10,
AMBICAAGAR,NSE,Ambica Agarbathies & Aroma industries Limited,INE792B01012,10,Active,,EQ,29-JUN-2004,1,10,
AMBIKCO,NSE,Ambika Cotton Mills Limited,INE540G01014,10,Active,,EQ,29-JAN-2008,1,10,
AMBUJACEM,NSE,Ambuja Cements Limited,INE079A01024,2,Active,,EQ,18-FEB-1998,1,2,
AMDIND,NSE,AMD Industries Limited,INE005I01014,10,Active,,EQ,19-MAR-2007,1,10,
AMJLAND,NSE,Amj Land Holdings Limited,INE606A01024,2,Active,,EQ,08-FEB-1995,1,2,
AMNPLST,NSE,Amines & Plasticizers Limited,INE275D01022,2,Active,,EQ,10-NOV-2023,1,2,
AMRUTANJAN,NSE,Amrutanjan Health Care Limited,INE098F01031,1,Active,,EQ,02-JAN-2015,1,1,
ANANDRATHI,NSE,Anand Rathi Wealth Limited,INE463V01026,5,Active,,EQ,14-DEC-2021,1,5,
ANANTRAJ,NSE,Anant Raj Limited,INE242C01024,2,Active,,EQ,27-SEP-2006,1,2,
ANDHRAPAP,NSE,ANDHRA PAPER LIMITED,INE435A01051,2,Active,,EQ,13-MAY-2004,1,2,
ANDHRSUGAR,NSE,The Andhra Sugars Limited,INE715B01021,2,Active,,EQ,01-NOV-1995,1,2,
ANGELONE,NSE,Angel One Limited,INE732I01013,10,Active,,EQ,05-OCT-2020,1,10,
ANIKINDS,NSE,Anik Industries Limited,INE087B01017,10,Active,,EQ,21-MAY-2008,1,10,
ANKITMETAL,NSE,Ankit Metal & Power Limited,INE106I01010,10,Active,,BZ,14-MAR-2013,1,10,
ANMOL,NSE,Anmol India Limited,INE02AR01019,10,Active,,EQ,04-JUN-2021,1,10,
ANSALAPI,NSE,Ansal Properties & Infrastructure Limited,INE436A01026,5,Active,,BZ,27-JAN-2006,1,5,
ANTELOPUS,NSE,Antelopus Selan Energy Limited,INE818A01017,10,Active,,EQ,26-SEP-2006,1,10,
ANTGRAPHIC,NSE,Antarctica Limited,INE414B01021,1,Active,,EQ,31-DEC-1997,1,1,
ANTHEM,NSE,Anthem Biosciences Limited,INE0CZ201020,2,Active,,EQ,21-JUL-2025,1,2,
ANUHPHR,NSE,Anuh Pharma Limited,INE489G01022,5,Active,,EQ,20-DEC-2024,1,5,
ANUP,NSE,The Anup Engineering Limited,INE294Z01018,10,Active,,EQ,01-MAR-2019,1,10,
ANURAS,NSE,Anupam Rasayan India Limited,INE930P01018,10,Active,,EQ,24-MAR-2021,1,10,
APARINDS,NSE,Apar Industries Limited,INE372A01015,10,Active,,EQ,12-JUL-2004,1,10,
APCL,NSE,Anjani Portland Cement Limited,INE071F01012,10,Active,,EQ,10-APR-2017,1,10,
APCOTEXIND,NSE,Apcotex Industries Limited,INE116A01032,2,Active,,EQ,06-SEP-1995,1,2,
APEX,NSE,Apex Frozen Foods Limited,INE346W01013,10,Active,,EQ,04-SEP-2017,1,10,
APLAPOLLO,NSE,APL Apollo Tubes Limited,INE702C01027,2,Active,,EQ,14-DEC-2011,1,2,
APLLTD,NSE,Alembic Pharmaceuticals Limited,INE901L01018,2,Active,,EQ,20-SEP-2011,1,2,
APOLLO,NSE,Apollo Micro Systems Limited,INE713T01028,1,Active,,EQ,22-JAN-2018,1,1,
APOLLOHOSP,NSE,Apollo Hospitals Enterprise Limited,INE437A01024,5,Active,,EQ,10-JAN-1996,1,5,
APOLLOPIPE,NSE,Apollo Pipes Limited,INE126J01016,10,Active,,EQ,11-NOV-2019,1,10,
APOLLOTYRE,NSE,Apollo Tyres Limited,INE438A01022,1,Active,,EQ,31-MAY-1995,1,1,
APOLSINHOT,NSE,Apollo Sindoori Hotels Limited,INE451F01024,5,Active,,EQ,28-JAN-2015,1,5,
APTECHT,NSE,Aptech Limited,INE266F01018,10,Active,,EQ,27-SEP-2002,1,10,
APTUS,NSE,Aptus Value Housing Finance India Limited,INE852O01025,2,Active,,EQ,24-AUG-2021,1,2,
ARCHIDPLY,NSE,Archidply Industries Limited,INE877I01016,10,Active,,EQ,04-JUL-2008,1,10,
ARCHIES,NSE,Archies Limited,INE731A01020,2,Active,,EQ,02-SEP-1998,1,2,
ARE&M,NSE,Amara Raja Energy & Mobility Limited,INE885A01032,1,Active,,EQ,05-SEP-2003,1,1,
ARENTERP,NSE,Rajdarshan Industries Limited,INE610C01014,10,Active,,EQ,18-OCT-1995,1,10,
ARFIN,NSE,Arfin India Limited,INE784R01023,1,Active,,BE,22-JUL-2025,1,1,
ARIES,NSE,Aries Agro Limited,INE298I01015,10,Active,,EQ,11-JAN-2008,1,10,
ARIHANTCAP,NSE,Arihant Capital Markets Limited,INE420B01036,1,Active,,EQ,15-JUN-2021,1,1,
ARIHANTSUP,NSE,Arihant Superstructures Limited,INE643K01018,10,Active,,EQ,28-MAR-2017,1,10,
ARISINFRA,NSE,Arisinfra Solutions Limited,INE0H9P01028,2,Active,,EQ,25-JUN-2025,1,2,
ARKADE,NSE,Arkade Developers Limited,INE0QRL01017,10,Active,,EQ,24-SEP-2024,1,10,
ARMANFIN,NSE,Arman Financial Services Limited,INE109C01017,10,Active,,EQ,14-JUN-2016,1,10,
AROGRANITE,NSE,Aro Granite Industries Limited,INE210C01013,10,Active,,EQ,24-APR-2007,1,10,
ARROWGREEN,NSE,Arrow Greentech Limited,INE570D01018,10,Active,,EQ,21-MAY-2015,1,10,
ARSHIYA,NSE,Arshiya Limited,INE968D01022,2,Active,,BZ,14-DEC-2009,1,2,
ARSSBL,NSE,Anand Rathi Share and Stock Brokers Limited,INE549H01021,5,Active,,EQ,30-SEP-2025,1,5,
ARTEMISMED,NSE,Artemis Medicare Services Limited,INE025R01021,1,Active,,EQ,23-JAN-2020,1,1,
ARTNIRMAN,NSE,Art Nirman Limited,INE738V01013,10,Active,,EQ,18-OCT-2021,1,10,
ARVEE,NSE,Arvee Laboratories (India) Limited,INE006Z01016,10,Active,,EQ,22-MAR-2021,1,10,
ARVIND,NSE,Arvind Limited,INE034A01011,10,Active,,EQ,08-FEB-1995,1,10,
ARVINDFASN,NSE,Arvind Fashions Limited,INE955V01021,4,Active,,EQ,08-MAR-2019,1,4,
ARVSMART,NSE,Arvind SmartSpaces Limited,INE034S01021,10,Active,,EQ,26-AUG-2015,1,10,
ASAHIINDIA,NSE,Asahi India Glass Limited,INE439A01020,1,Active,,EQ,18-MAR-1998,1,1,
ASAHISONG,NSE,Asahi Songwon Colors Limited,INE228I01012,10,Active,,EQ,29-AUG-2011,1,10,
ASAL,NSE,Automotive Stampings and Assemblies Limited,INE900C01027,10,Active,,EQ,12-MAR-2002,1,10,
ASALCBR,NSE,Associated Alcohols & Breweries Ltd.,INE073G01016,10,Active,,EQ,12-FEB-2020,1,10,
ASHAPURMIN,NSE,Ashapura Minechem Limited,INE348A01023,2,Active,,EQ,20-SEP-1995,1,2,
ASHIANA,NSE,Ashiana Housing Limited,INE365D01021,2,Active,,EQ,29-JUN-2011,1,2,
ASHIMASYN,NSE,Ashima Limited,INE440A01010,10,Active,,EQ,27-JUL-1995,1,10,
ASHOKA,NSE,Ashoka Buildcon Limited,INE442H01029,5,Active,,EQ,14-OCT-2010,1,5,
ASHOKAMET,NSE,Ashoka Metcast Limited,INE760Y01011,10,Active,,EQ,27-JUN-2023,1,10,
ASHOKLEY,NSE,Ashok Leyland Limited,INE208A01029,1,Active,,EQ,25-MAY-1995,1,1,
ASIANENE,NSE,Asian Energy Services Limited,INE276G01015,10,Active,,EQ,09-DEC-2021,1,10,
ASIANHOTNR,NSE,Asian Hotels (North) Limited,INE363A01022,10,Active,,EQ,07-APR-2010,1,10,
ASIANPAINT,NSE,Asian Paints Limited,INE021A01026,1,Active,,EQ,31-MAY-1995,1,1,
ASIANTILES,NSE,Asian Granito India Limited,INE022I01019,10,Active,,EQ,23-AUG-2007,1,10,
ASKAUTOLTD,NSE,ASK Automotive Limited,INE491J01022,2,Active,,EQ,15-NOV-2023,1,2,
ASMS,NSE,Bartronics India Limited,INE855F01042,1,Active,,EQ,09-FEB-2023,1,1,
ASPINWALL,NSE,Aspinwall and Company Limited,INE991I01015,10,Active,,EQ,14-JUN-2016,1,10,
ASTEC,NSE,Astec LifeSciences Limited,INE563J01010,10,Active,,EQ,25-NOV-2009,1,10,
ASTERDM,NSE,Aster DM Healthcare Limited,INE914M01019,10,Active,,EQ,26-FEB-2018,1,10,
ASTRAL,NSE,Astral Limited,INE006I01046,1,Active,,EQ,20-MAR-2007,1,1,
ASTRAMICRO,NSE,Astra Microwave Products Limited,INE386C01029,2,Active,,EQ,01-NOV-2004,1,2,
ASTRAZEN,NSE,AstraZeneca Pharma India Limited,INE203A01020,2,Active,,EQ,04-MAY-2001,1,2,
ASTRON,NSE,Astron Paper & Board Mill Limited,INE646X01014,10,Active,,EQ,29-DEC-2017,1,10,
ATALREAL,NSE,Atal Realtech Limited,INE0ALR01029,2,Active,,EQ,12-MAY-2023,1,2,
ATAM,NSE,Atam Valves Limited,INE09KD01013,10,Active,,EQ,10-MAY-2023,1,10,
ATGL,NSE,Adani Total Gas Limited,INE399L01023,1,Active,,EQ,05-NOV-2018,1,1,
ATHERENERG,NSE,Ather Energy Limited,INE0LEZ01016,1,Active,,EQ,06-MAY-2025,1,1,
ATL,NSE,Allcargo Terminals Limited,INE0NN701020,2,Active,,EQ,10-AUG-2023,1,2,
ATLANTAA,NSE,ATLANTAA LIMITED,INE285H01022,2,Active,,BE,25-SEP-2006,1,2,
ATLANTAELE,NSE,Atlanta Electricals Limited,INE0Z4F01028,2,Active,,EQ,29-SEP-2025,1,2,
ATLASCYCLE,NSE,Atlas Cycles (Haryana) Limited,INE446A01025,5,Active,,EQ,23-OCT-1996,1,5,
ATUL,NSE,Atul Limited,INE100A01010,10,Active,,EQ,06-MAY-1998,1,10,
ATULAUTO,NSE,Atul Auto Limited,INE951D01028,5,Active,,EQ,26-JUN-2013,1,5,
AUBANK,NSE,AU Small Finance Bank Limited,INE949L01017,10,Active,,EQ,10-JUL-2017,1,10,
AURIGROW,NSE,Auri Grow India Limited,INE925Y01036,1,Active,,EQ,24-DEC-2020,1,1,
AURIONPRO,NSE,Aurionpro Solutions Limited,INE132H01018,10,Active,,EQ,25-OCT-2005,1,10,
AUROPHARMA,NSE,Aurobindo Pharma Limited,INE406A01037,1,Active,,EQ,19-JUL-2000,1,1,
AURUM,NSE,Aurum PropTech Limited,INE898S01029,5,Active,,EQ,19-AUG-2015,1,5,
AUSOMENT,NSE,Ausom Enterprise Limited,INE218C01016,10,Active,,EQ,17-APR-1996,1,10,
AUTOAXLES,NSE,Automotive Axles Limited,INE449A01011,10,Active,,EQ,29-MAY-2003,1,10,
AUTOIND,NSE,Autoline Industries Limited,INE718H01014,10,Active,,EQ,31-JAN-2007,1,10,
AVADHSUGAR,NSE,Avadh Sugar & Energy Limited,INE349W01017,10,Active,,EQ,28-JUL-2017,1,10,
AVALON,NSE,Avalon Technologies Limited,INE0LCL01028,2,Active,,EQ,18-APR-2023,1,2,
AVANTEL,NSE,Avantel Limited,INE005B01027,2,Active,,EQ,31-JUL-2024,1,2,
AVANTIFEED,NSE,Avanti Feeds Limited,INE871C01038,1,Active,,EQ,15-APR-2015,1,1,
AVG,NSE,AVG Logistics Limited,INE680Z01018,10,Active,,EQ,12-MAY-2023,1,10,
AVL,NSE,Aditya Vision Limited,INE679V01027,1,Active,,EQ,06-NOV-2024,1,1,
AVONMORE,NSE,Avonmore Capital & Management Services Limited,INE323B01024,1,Active,,EQ,04-JAN-2023,1,1,
AVROIND,NSE,AVRO INDIA LIMITED,INE652Z01017,10,Active,,EQ,07-APR-2022,1,10,
AVTNPL,NSE,AVT Natural Products Limited,INE488D01021,1,Active,,EQ,10-JAN-2007,1,1,
AWFIS,NSE,Awfis Space Solutions Limited,INE108V01019,10,Active,,EQ,30-MAY-2024,1,10,
AWHCL,NSE,Antony Waste Handling Cell Limited,INE01BK01022,5,Active,,EQ,01-JAN-2021,1,5,
AWL,NSE,AWL Agri Business Limited,INE699H01024,1,Active,,EQ,08-FEB-2022,1,1,
AXISBANK,NSE,Axis Bank Limited,INE238A01034,2,Active,,EQ,16-NOV-1998,1,2,
AXISCADES,NSE,AXISCADES Technologies Limited,INE555B01013,5,Active,,BE,21-DEC-2000,1,5,
AXITA,NSE,Axita Cotton Limited,INE02EZ01022,1,Active,,EQ,21-JUN-2022,1,1,
AYMSYNTEX,NSE,AYM Syntex Limited,INE193B01039,10,Active,,EQ,14-AUG-2015,1,10,
AZAD,NSE,Azad Engineering Limited,INE02IJ01035,2,Active,,EQ,28-DEC-2023,1,2,
BAFNAPH,NSE,Bafna Pharmaceuticals Limited,INE878I01022,10,Active,,BE,27-FEB-2020,1,10,
BAGFILMS,NSE,B.A.G Films and Media Limited,INE116D01028,2,Active,,EQ,17-OCT-2003,1,2,
BAIDFIN,NSE,Baid Finserv Limited,INE020D01022,2,Active,,EQ,20-JAN-2023,1,2,
BAJAJ-AUTO,NSE,Bajaj Auto Limited,INE917I01010,10,Active,,EQ,26-MAY-2008,1,10,
BAJAJCON,NSE,Bajaj Consumer Care Limited,INE933K01021,1,Active,,EQ,18-AUG-2010,1,1,
BAJAJELEC,NSE,Bajaj Electricals Limited,INE193E01025,2,Active,,EQ,02-NOV-2007,1,2,
BAJAJFINSV,NSE,Bajaj Finserv Limited,INE918I01026,1,Active,,EQ,26-MAY-2008,1,1,
BAJAJHCARE,NSE,Bajaj Healthcare Limited,INE411U01027,5,Active,,EQ,25-NOV-2021,1,5,
BAJAJHFL,NSE,Bajaj Housing Finance Limited,INE377Y01014,10,Active,,EQ,16-SEP-2024,1,10,
BAJAJHIND,NSE,Bajaj Hindusthan Sugar Limited,INE306A01021,1,Active,,EQ,10-MAY-1995,1,1,
BAJAJHLDNG,NSE,Bajaj Holdings & Investment Limited,INE118A01012,10,Active,,EQ,15-MAR-1995,1,10,
BAJAJINDEF,NSE,Indef Manufacturing Limited,INE0O9T01021,1,Active,,EQ,21-FEB-2025,1,1,
BAJEL,NSE,Bajel Projects Limited,INE0KQN01018,2,Active,,EQ,19-DEC-2023,1,2,
BAJFINANCE,NSE,Bajaj Finance Limited,INE296A01032,1,Active,,EQ,01-APR-2003,1,1,
BALAJEE,NSE,Shree Tirupati Balajee Agro Trading Company Limited,INE0S2G01011,10,Active,,EQ,12-SEP-2024,1,10,
BALAJITELE,NSE,Balaji Telefilms Limited,INE794B01026,2,Active,,EQ,22-NOV-2000,1,2,
BALAMINES,NSE,Balaji Amines Limited,INE050E01027,2,Active,,EQ,05-APR-2007,1,2,
BALAXI,NSE,BALAXI PHARMACEUTICALS LIMITED,INE618N01022,2,Active,,EQ,30-NOV-2015,1,2,
BALKRISHNA,NSE,Balkrishna Paper Mills Limited,INE875R01011,10,Active,,EQ,28-JUL-2015,1,10,
BALKRISIND,NSE,Balkrishna Industries Limited,INE787D01026,2,Active,,EQ,27-JAN-2006,1,2,
BALMLAWRIE,NSE,Balmer Lawrie & Company Limited,INE164A01016,10,Active,,EQ,06-JUL-1995,1,10,
BALPHARMA,NSE,Bal Pharma Limited,INE083D01012,10,Active,,EQ,08-MAY-2006,1,10,
BALRAMCHIN,NSE,Balrampur Chini Mills Limited,INE119A01028,1,Active,,EQ,08-FEB-1995,1,1,
BALUFORGE,NSE,Balu Forge Industries Limited,INE011E01029,10,Active,,EQ,29-APR-2024,1,10,
