symbol,exchange,company_name,isin,face_value,status,group,instrument,listing_date,market_lot,paid_up_value,security_code
HMEML,BSE,H.M. ELECTRO MECH LIMITED,INE0DZD01015,10.00,Active,MT,Equity,,,,544349
AGARWALEYE,BSE,Dr. Agarwal's Health Care Limited,INE943P01029,1.00,Active,B ,Equity,,,,544350
MALPANI,BSE,MALPANI PIPES AND FITTINGS LIMITED,INE0YON01014,10.00,Active,M ,Equity,,,,544351
NEXT30ADD,BSE,DSP Mutual Fund,INF740KA1VE5,10.00,Active,B ,Equity,,,,544352
AMWILL,BSE,Amwill Health Care Limited,INE0U2L01017,10.00,Active,M ,Equity,,,,544353
SOLARIUM,BSE,SOLARIUM GREEN ENERGY LIMITED,INE0W0H01017,10.00,Active,M ,Equity,,,,544354
JUBLCPL,BSE,Jubilant Agri and Consumer Products Limited,INE03CC01015,10.00,Active,B ,Equity,,,,544355
AJAXENGG,BSE,AJAX Engineering Limited,INE274Y01021,1.00,Active,B ,Equity,,,,544356
COVANCE,BSE,COVANCE SOFTSOL LIMITED,INE0R8101016,10.00,Active,XT,Equity,,,,544361
HEXT,BSE,Hexaware Technologies Limited,INE093A01041,1.00,Active,B ,Equity,,,,544362
BAJAJINDEF,BSE,Indef Manufacturing Limited,INE0O9T01021,1.00,Active,B ,Equity,,,,544364
SHANMUGA,BSE,SHANMUGA HOSPITAL LIMITED,INE0TD301017,10.00,Active,M ,Equity,,,,544365
LKMEHTA,BSE,L.K.MEHTA POLYMERS LIMITED,INE0FFF01017,10.00,Active,M ,Equity,,,,544366
QPOWER,BSE,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,10.00,Active,B ,Equity,,,,544367
SWASTH,BSE,Swasth Foodtech India Limited,INE0TIR01017,10.00,Active,M ,Equity,,,,544368
BEEZAASAN,BSE,Beezaasan Explotech Limited,INE13VU01016,10.00,Active,M ,Equity,,,,544369
NUKLEUS,BSE,NUKLEUS OFFICE SOLUTIONS LIMITED,INE0VYX01018,10.00,Active,M ,Equity,,,,544370
VIKRAMAR,BSE,VIKRAM AROMA LIMITED,INE0NR501012,10.00,Active,X ,Equity,,,,544371
SHREENATH,BSE,SHREENATH PAPER PRODUCTS LIMITED,INE0RXS01018,10.00,Active,M ,Equity,,,,544372
NAPSGLOBAL,BSE,NAPS Global India Limited,INE0VNH01014,10.00,Active,M ,Equity,,,,544373
SELECTIPO,BSE,Mirae Asset Mutual Fund,INF769K01ON4,10.00,Active,B ,Equity,,,,544376
EQUAL200,BSE,Mirae Asset Mutual Fund,INF769K01OA1,10.00,Active,B ,Equity,,,,544377
PSPL,BSE,PDP Shipping & Projects Limited,INE0ABU01016,10.00,Active,M ,Equity,,,,544378
PRABHA,BSE,Prabha Energy Limited,INE0I0M01023,1.00,Active,B ,Equity,,,,544379
SUPERIRON,BSE,Super Iron Foundry Limited,INE16IQ01014,10.00,Active,M ,Equity,,,,544381
AXISVALUE,BSE,Axis Mutual Fund,INF846KA1119,10.00,Active,B ,Equity,,,,544382
PPARIVAH,BSE,PARADEEP PARIVAHAN LIMITED,INE0SMW01011,10.00,Active,M ,Equity,,,,544383
SBIBPB,BSE,SBI Mutual Fund,INF200KB1712,10.00,Active,B ,Equity,,,,544385
SPECTRUM,BSE,Spectrum Electrical Industries Limited,INE01EO01010,10.00,Active,B ,Equity,,,,544386
DESCO,BSE,Desco Infratech Limited,INE0TGG01014,10.00,Active,M ,Equity,,,,544387
IDENTIXWEB,BSE,Identixweb Limited,INE0PA401012,10.00,Active,M ,Equity,,,,544388
ENRIN,BSE,Siemens Energy India Limited,INE1NPP01017,2.00,Active,B ,Equity,,,,544390
RETAGGIO,BSE,Retaggio Industries Limited,INE0KWJ01014,10.00,Active,MT,Equity,,,,544391
SPINAROO,BSE,SPINAROO COMMERCIAL LIMITED,INE10XX01012,10.00,Active,M ,Equity,,,,544392
INFONATIVE,BSE,INFONATIVE SOLUTIONS LIMITED,INE12IB01015,1.00,Active,M ,Equity,,,,544393
EVIETF,BSE,ICICI Prudential Mutual Fund,INF109K1A153,10.00,Active,B ,Equity,,,,544394
STLNETWORK,BSE,STL Networks Limited,INE1VXE01018,2.00,Active,B ,Equity,,,,544395
NPST,BSE,Network People Services Technologies Limited,INE0FFK01017,10.00,Active,B ,Equity,,,,544396
ATHERENERG,BSE,Ather Energy Limited,INE0LEZ01016,1.00,Active,B ,Equity,,,,544397
KENRIK,BSE,Kenrik Industries Limited,INE0AOG01018,10.00,Active,M ,Equity,,,,544398
SRIGEE,BSE,SRIGEE DLM LIMITED,INE0RJ901010,10.00,Active,M ,Equity,,,,544399
MANOJJEWEL,BSE,Manoj Jewellers Limited,INE0MV001018,10.00,Active,M ,Equity,,,,544400
EQUAL50,BSE,Mirae Asset Mutual Fund,INF769K01OO2,10.00,Active,B ,Equity,,,,544401
JASH,BSE,JASH ENGINEERING LIMITED,INE039O01029,2.00,Active,B ,Equity,,,,544402
ABLBL,BSE,Aditya Birla Lifestyle Brands Limited,INE14LE01019,10.00,Active,B ,Equity,,,,544403
BORANA,BSE,BORANA WEAVES LIMITED,INE16SF01016,10.00,Active,T ,Equity,,,,544404
BELRISE,BSE,BELRISE INDUSTRIES LIMITED,INE894V01022,5.00,Active,B ,Equity,,,,544405
UNIFIED,BSE,UNIFIED DATA TECH SOLUTIONS LIMITED,INE1ABX01018,10.00,Active,MT,Equity,,,,544406
AEGISVOPAK,BSE,AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,10.00,Active,B ,Equity,,,,544407
THELEELA,BSE,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,10.00,Active,B ,Equity,,,,544408
ASTONEALAB,BSE,ASTONEA LABS LIMITED,INE0TG901011,10.00,Active,M ,Equity,,,,544409
PROSTARM,BSE,PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,10.00,Active,B ,Equity,,,,544410
SCODATUBES,BSE,Scoda Tubes Limited,INE090501011,10.00,Active,B ,Equity,,,,544411
3BFILMS,BSE,3B FILMS LIMITED,INE0TE101010,10.00,Active,M ,Equity,,,,544412
DIGITIDE,BSE,Digitide Solutions Limited,INE0U4701011,10.00,Active,B ,Equity,,,,544413
BLUSPRING,BSE,Bluspring Enterprises Limited,INE0U4101014,10.00,Active,B ,Equity,,,,544414
SNXT30BEES,BSE,Nippon India Mutual Fund,INF204KC1EZ3,10.00,Active,B ,Equity,,,,544415
KRISHIVAL,BSE,KRISHIVAL FOODS LIMITED,INE0GGO01015,10.00,Active,B ,Equity,,,,544416
ATENPAPERS,BSE,Aten Papers & Foam Limited,INE0XCV01014,10.00,Active,M ,Equity,,,,544417
OSWALPUMPS,BSE,Oswal Pumps Limited,INE0BYP01024,1.00,Active,B ,Equity,,,,544418
ARISINFRA,BSE,ArisInfra Solutions Limited,INE0H9P01028,2.00,Active,B ,Equity,,,,544419
RAYMONDREL,BSE,Raymond Realty Limited,INE1SY401010,10.00,Active,B ,Equity,,,,544420
ELLEN,BSE,ELLENBARRIE INDUSTRIAL GASES LIMITED,INE236E01022,2.00,Active,B ,Equity,,,,544421
ABRFL,BSE,Abram Food Limited,INE0ZDY01011,10.00,Active,MT,Equity,,,,544422
KALPATARU,BSE,Kalpataru Limited,INE227J01012,10.00,Active,B ,Equity,,,,544423
GLOBECIVIL,BSE,GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,10.00,Active,B ,Equity,,,,544424
AJCJEWEL,BSE,AJC Jewel Manufacturers Limited,INE0XRR01010,10.00,Active,M ,Equity,,,,544425
ICON,BSE,Icon Facilitators Limited,INE0Y0E01012,10.00,Active,M ,Equity,,,,544426
TOP15IETF,BSE,ICICI Prudential Mutual Fund,INF109K1A344,10.00,Active,B ,Equity,,,,544427
SEVL,BSE,SUPERTECH EV LIMITED,INE0SC101013,10.00,Active,M ,Equity,,,,544428
HDBFS,BSE,HDB FINANCIAL SERVICES LIMITED,INE756I01012,10.00,Active,B ,Equity,,,,544429
SAMBHV,BSE,SAMBHV STEEL TUBES LIMITED,INE12NJ01018,10.00,Active,B ,Equity,,,,544430
ACEALPHA,BSE,Ace Alpha Tech Limited,INE0S9X01011,10.00,Active,M ,Equity,,,,544431
IGCL,BSE,Indogulf Cropsciences Limited,INE05J901018,10.00,Active,B ,Equity,,,,544432
VALINDIA,BSE,Valencia India Limited,INE130701019,10.00,Active,M ,Equity,,,,544433
NEETUYOSHI,BSE,Neetu Yoshi Limited,INE0UZO01024,5.00,Active,M ,Equity,,,,544434
ADCOUNTY,BSE,ADCOUNTY MEDIA INDIA LIMITED,INE0W1601012,10.00,Active,M ,Equity,,,,544435
VANDAN,BSE,VANDAN FOODS LIMITED,INE0RDJ01019,10.00,Active,MT,Equity,,,,544436
MARCLOIRE,BSE,MARC LOIRE FASHIONS LIMITED,INE0TBQ01014,10.00,Active,M ,Equity,,,,544437
INTERNET,BSE,Mirae Asset Mutual Fund,INF769K01PB6,10.00,Active,B ,Equity,,,,544438
CRIZAC,BSE,CRIZAC LIMITED,INE0S4R01014,2.00,Active,B ,Equity,,,,544439
CRYOGENIC,BSE,CRYOGENIC OGS LIMITED,INE0TL001013,10.00,Active,MT,Equity,,,,544440
METAINFO,BSE,META INFOTECH LIMITED,INE162901016,10.00,Active,M ,Equity,,,,544441
CHEMKART,BSE,Chemkart India Limited,INE0VWL01017,10.00,Active,M ,Equity,,,,544442
TRAVELFOOD,BSE,TRAVEL FOOD SERVICES LIMITED,INE103V01028,1.00,Active,B ,Equity,,,,544443
GLEN,BSE,Glen Industries Limited,INE0UMC01019,10.00,Active,M ,Equity,,,,544444
APL,BSE,ASSTON PHARMACEUTICALS LIMITED,INE0SJX01015,10.00,Active,M ,Equity,,,,544445
ADVENTHTL,BSE,Advent Hotels International Limited,INE28GN01010,10.00,Active,B ,Equity,,,,544446
SMARTWORKS,BSE,SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,10.00,Active,B ,Equity,,,,544447
PASHUPATI,BSE,Pashupati Cotspin Limited,INE124Y01010,10.00,Active,B ,Equity,,,,544448
ANTHEM,BSE,Anthem Biosciences Limited,INE0CZ201020,2.00,Active,B ,Equity,,,,544449
CHEMBONDCH,BSE,CHEMBOND CHEMICALS  LIMITED,INE0TGX01019,5.00,Active,B ,Equity,,,,544450
MONIKA,BSE,MONIKA ALCOBEV LIMITED,INE0LCG01010,10.00,Active,M ,Equity,,,,544451
SWASTIKAAL,BSE,Swastika Castal Limited,INE0PTF01017,10.00,Active,M ,Equity,,,,544452
MSECL,BSE,Monarch Surveyors and Engineering Consultants Limited,INE0V0L01028,10.00,Active,M ,Equity,,,,544453
INDIQUBE,BSE,INDIQUBE SPACES LIMITED,INE06ST01018,1.00,Active,B ,Equity,,,,544454
EBGNG,BSE,GNG Electronics Limited,INE18JU01028,2.00,Active,B ,Equity,,,,544455
RMDRIP,BSE,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,INE219Y01026,1.00,Active,B ,Equity,,,,544456
BRIGHOTEL,BSE,Brigade Hotel Ventures Limited,INE03NU01014,10.00,Active,B ,Equity,,,,544457
SHREEREF,BSE,SHREE REFRIGERATIONS LIMITED,INE0FMZ01045,2.00,Active,MT,Equity,,,,544458
SHANTIGOLD,BSE,SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,10.00,Active,B ,Equity,,,,544459
PATELCHEM,BSE,PATEL CHEM SPECIALITIES LIMITED,INE161701011,10.00,Active,M ,Equity,,,,544460
EUROBOND,BSE,Euro Panel Products Limited,INE505V01016,10.00,Active,B ,Equity,,,,544461
REPONO,BSE,REPONO LIMITED,INE15WN01014,10.00,Active,M ,Equity,,,,544463
UML,BSE,Umiya Mobile Limited,INE1P1A01018,10.00,Active,MT,Equity,,,,544464
LAXMIINDIA,BSE,LAXMI INDIA FINANCE LIMITED,INE06WU01026,5.00,Active,B ,Equity,,,,544465
CPPLUS,BSE,Aditya Infotech Limited,INE819V01029,1.00,Active,B ,Equity,,,,544466
NSDL,BSE,National Securities Depository Limited,INE301O01023,2.00,Active,B ,Equity,,,,544467
BDI,BSE,B. D. Industries (Pune) Limited,INE1LJ801017,10.00,Active,M ,Equity,,,,544468
LOTUSDEV,BSE,Sri Lotus Developers and Realty Limited,INE0V9Q01010,1.00,Active,B ,Equity,,,,544469
MBEL,BSE,M & B ENGINEERING LIMITED,INE08N601015,10.00,Active,B ,Equity,,,,544470
TAKYON,BSE,TAKYON NETWORKS LIMITED,INE14OX01013,10.00,Active,M ,Equity,,,,544471
MEHUL,BSE,MEHUL COLOURS LIMITED,INE1KH601014,10.00,Active,M ,Equity,,,,544472
GROWWPOWER,BSE,Groww Mutual Fund,INF666M01LM6,10.00,Active,B ,Equity,,,,544473
BLT,BSE,BLT Logistics Limited,INE0W4K01013,10.00,Active,M ,Equity,,,,544474
ESSEX,BSE,ESSEX MARINE LIMITED,INE1IBY01019,10.00,Active,M ,Equity,,,,544475
JSLL,BSE,Jeena Sikho Lifecare Limited,INE0J5801029,2.00,Active,B ,Equity,,,,544476
HILINFRA,BSE,Highway Infrastructure Limited,INE00RL01028,5.00,Active,B ,Equity,,,,544477
ALLTIME,BSE,ALL TIME PLASTICS LIMITED,INE0GV601021,2.00,Active,B ,Equity,,,,544479
JSWCEMENT,BSE,JSW CEMENT LIMITED,INE718I01012,10.00,Active,B ,Equity,,,,544480
STARIMAGIN,BSE,STAR IMAGING AND PATH LAB LIMITED,INE0YG001013,10.00,Active,M ,Equity,,,,544482
ICODEX,BSE,ICODEX PUBLISHING SOLUTIONS LIMITED,INE111601014,10.00,Active,M ,Equity,,,,544483
BLUESTONE,BSE,BlueStone Jewellery and Lifestyle Limited,INE304W01038,1.00,Active,B ,Equity,,,,544484
REGAAL,BSE,REGAAL RESOURCES LIMITED,INE0MHO01029,5.00,Active,B ,Equity,,,,544485
PATELRMART,BSE,PATEL RETAIL LIMITED,INE0R8B01010,10.00,Active,B ,Equity,,,,544487
VIKRAMSOLR,BSE,Vikram Solar Limited,INE078V01014,10.00,Active,B ,Equity,,,,544488
LGT,BSE,LGT Business Connextions Limited,INE191201016,10.00,Active,M ,Equity,,,,544489
SHREEJISPG,BSE,Shreeji Shipping Global Limited,INE1B6101010,10.00,Active,B ,Equity,,,,544490
GEMAROMA,BSE,Gem Aromatics Limited,INE06XZ01023,2.00,Active,B ,Equity,,,,544491
MEIL,BSE,MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,10.00,Active,B ,Equity,,,,544492
MANUFGBEES,BSE,Nippon India Mutual Fund,INF204KC1GH6,10.00,Active,B ,Equity,,,,544493
GLOBTIER,BSE,Globtier Infotech limited,INE12P601017,10.00,Active,M ,Equity,,,,544494
NISMGMT,BSE,NIS MANAGEMENT LIMITED,INE0M3X01010,10.00,Active,M ,Equity,,,,544495
VIKRAN,BSE,Vikran Engineering Limited,INE01R501028,1.00,Active,B ,Equity,,,,544496
AHCL,BSE,ANLON HEALTHCARE LIMITED,INE0Y8W01017,10.00,Active,T ,Equity,,,,544497
OVAL,BSE,OVAL PROJECTS ENGINEERING LIMITED,INE0RTI01017,10.00,Active,M ,Equity,,,,544498
CPEDU,BSE,Career Point Edutech Limited,INE0P6P01016,10.00,Active,B ,Equity,,,,544499
ABRIL,BSE,ABRIL PAPER TECH LIMITED,INE15MX01014,10.00,Active,M ,Equity,,,,544500
SUGSLLOYD,BSE,SUGS LLOYD LIMITED,INE0XX801016,10.00,Active,M ,Equity,,,,544501
AMANTA,BSE,Amanta Healthcare Limited,INE084K01015,10.00,Active,B ,Equity,,,,544502
RACHIT,BSE,Rachit Prints Limited,INE0ZN101029,10.00,Active,M ,Equity,,,,544503
GOELCONS,BSE,GOEL CONSTRUCTION COMPANY LIMITED,INE0ZOM01013,10.00,Active,M ,Equity,,,,544504
AUSTERE,BSE,AUSTERE SYSTEMS LIMITED,INE104201012,10.00,Active,M ,Equity,,,,544505
SHARVAYA,BSE,SHARVAYA METALS LIMITED,INE0UJF01018,10.00,Active,M ,Equity,,,,544506
SML100CASE,BSE,Zerodha Mutual Fund,INF0R8F01141,10.00,Active,B ,Equity,,,,544507
VASHISHTHA,BSE,VASHISHTHA LUXURY FASHION LIMITED,INE0WRP01016,10.00,Active,MT,Equity,,,,544508
KRUPALU,BSE,Krupalu Metals Limited,INE0XZB01017,10.00,Active,MT,Equity,,,,544509
NCML,BSE,NILACHAL CARBO METALICKS LIMITED,INE346R01013,10.00,Active,MT,Equity,,,,544510
KARBON,BSE,Karbonsteel Engineering Limited,INE0V8A01016,10.00,Active,M ,Equity,,,,544511
SHRINGARMS,BSE,SHRINGAR HOUSE OF MANGALSUTRA LIMITED,INE1B3L01017,10.00,Active,B ,Equity,,,,544512
DEVX,BSE,Dev Accelerator Limited,INE0VOV01021,2.00,Active,B ,Equity,,,,544513
CITYSQUARE,BSE,JAY AMBE SUPERMARKETS LIMITED,INE1DRH01011,10.00,Active,MT,Equity,,,,544514
URBANCO,BSE,Urban Company Limited,INE0CAZ01013,1.00,Active,B ,Equity,,,,544515
AIRFLOA,BSE,AIRFLOA RAIL TECHNOLOGY LIMITED,INE0XBS01012,10.00,Active,M ,Equity,,,,544516
LTELEVATOR,BSE,L. T. ELEVATOR LIMITED,INE0TJ801010,10.00,Active,M ,Equity,,,,544518
EUROPRATIK,BSE,EURO PRATIK SALES LIMITED,INE198501012,1.00,Active,B ,Equity,,,,544519
SAMPAT,BSE,SAMPAT ALUMINIUM LIMITED,INE10XS01012,10.00,Active,M ,Equity,,,,544520
VMSTMT,BSE,VMS TMT LIMITED,INE0SJA01013,10.00,Active,B ,Equity,,,,544521
ABCOTS,BSE,A B Cotspin India Limited,INE08PH01015,10.00,Active,B ,Equity,,,,544522
IVALUE,BSE,IVALUE INFOSOLUTIONS LIMITED,INE056801025,2.00,Active,B ,Equity,,,,544523
JDCABLES,BSE,JD CABLES LIMITED,INE14VP01014,10.00,Active,M ,Equity,,,,544524
GKENERGY,BSE,GK ENERGY LIMITED,INE1AG301022,2.00,Active,B ,Equity,,,,544525
SAATVIKGL,BSE,Saatvik Green Energy Limited,INE13B501022,2.00,Active,B ,Equity,,,,544526
ATLANTAELE,BSE,Atlanta Electricals Limited,INE0Z4F01028,2.00,Active,B ,Equity,,,,544527
GANESHCP,BSE,Ganesh Consumer Products Limited,INE652V01016,10.00,Active,B ,Equity,,,,544528
APPL,BSE,Aptus Pharma Limited,INE15XJ01010,10.00,Active,MT,Equity,,,,544529
ARSSBL,BSE,ANAND RATHI SHARE AND STOCK BROKERS LIMITED,INE549H01021,5.00,Active,B ,Equity,,,,544530
TRUECOLORS,BSE,TRUE COLORS LIMITED,INE1LDV01015,10.00,Active,M ,Equity,,,,544531
SOLARWORLD,BSE,Solarworld Energy Solutions Limited,INE0TY101024,5.00,Active,B ,Equity,,,,544532
STYL,BSE,Seshaasai Technologies Limited,INE04VU01023,10.00,Active,B ,Equity,,,,544533
JARO,BSE,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,10.00,Active,B ,Equity,,,,544534
BHARATROHAN,BSE,BHARATROHAN AIRBORNE INNOVATIONS LIMITED,INE0QMV01017,10.00,Active,M ,Equity,,,,544535
WEALTH,BSE,Wealth First Portfolio Managers Limited,INE658T01017,10.00,Active,B ,Equity,,,,544536
JAINREC,BSE,Jain Resource Recycling Limited,INE0YD401026,2.00,Active,B ,Equity,,,,544537
PRARUH,BSE,PRARUH TECHNOLOGIES LIMITED,INE0TI501017,10.00,Active,M ,Equity,,,,544538
SOLVEX,BSE,Solvex Edibles Limited,INE1IIQ01028,10.00,Active,MT,Equity,,,,544539
EPACKPEB,BSE,Epack Prefab Technologies Limited,INE0MLS01022,2.00,Active,B ,Equity,,,,544540
SYSTEMATIC,BSE,SYSTEMATIC INDUSTRIES LIMITED,INE1KLZ01011,10.00,Active,M ,Equity,,,,544541
JUSTO,BSE,Justo Realfintech Limited,INE0W5Q01017,10.00,Active,M ,Equity,,,,544542
BMWVENTLTD,BSE,BMW VENTURES LIMITED,INE965W01036,10.00,Active,B ,Equity,,,,544543
TELGE,BSE,TELGE PROJECTS LIMITED,INE0SRP01014,10.00,Active,M ,Equity,,,,544544
TRUALT,BSE,TRUALT BIOENERGY LIMITED,INE0MWH01014,10.00,Active,B ,Equity,,,,544545
CHTR,BSE,Chatterbox Technologies Limited,INE1B4801017,10.00,Active,M ,Equity,,,,544546
JKIPL,BSE,Jinkushal Industries Limited,INE1FF001016,10.00,Active,B ,Equity,,,,544547
GPAPL,BSE,GUJARAT PEANUT AND AGRI PRODUCTS LIMITED,INE0SIK01014,10.00,Active,M ,Equity,,,,544548
EARKART,BSE,EARKART LIMITED,INE1A8F01035,10.00,Active,MT,Equity,,,,544549
PACEDIGITK,BSE,Pace Digitek Limited,INE0S3G01027,2.00,Active,B ,Equity,,,,544550
BHAVIK,BSE,BHAVIK ENTERPRISES LIMITED,INE18PB01017,10.00,Active,M ,Equity,,,,544551
RDGAIL,BSE,RUKMANI DEVI GARG AGRO IMPEX LIMITED,INE0S5T01017,10.00,Active,M ,Equity,,,,544552
MPKSTEELS,BSE,M P K STEELS (I) LIMITED,INE1PJP01015,10.00,Active,MT,Equity,,,,544553
KVSCASTING,BSE,KVS Castings Limited,INE163701019,10.00,Active,M ,Equity,,,,544554
AMEENJI,BSE,AMEENJI RUBBER LIMITED,INE14QA01016,10.00,Active,MT,Equity,,,,544555
DHILLON,BSE,Dhillon Freight Carrier Limited,INE0SPJ01011,10.00,Active,M ,Equity,,,,544556
GLOTTIS,BSE,Glottis Limited,INE0TQE01026,2.00,Active,B ,Equity,,,,544557
FABTECH,BSE,Fabtech Technologies Limited,INE0HF201011,10.00,Active,B ,Equity,,,,544558
OML,BSE,OM METALLOGIC LIMITED,INE0R8Q01018,10.00,Active,M ,Equity,,,,544559
SODHACAP,BSE,SODHANI CAPITAL LIMITED,INE0QU501030,10.00,Active,MT,Equity,,,,544560
CHIRAHARIT,BSE,Chiraharit Limited,INE12P101018,1.00,Active,M ,Equity,,,,544561
ADVANCE,BSE,Advance Agrolife Limited,INE1B0W01010,10.00,Active,B ,Equity,,,,544562
ZELIO,BSE,Zelio E Mobility Limited,INE1B3501014,10.00,Active,MT,Equity,,,,544563
OMFREIGHT,BSE,Om Freight Forwarders Limited,INE1BZC01019,10.00,Active,B ,Equity,,,,544564
VALPLAST,BSE,Valplast Technologies Limited,INE0QP701017,10.00,Active,M ,Equity,,,,544565
SUNSKY,BSE,Sunsky Logistics Limited,INE10CM01027,2.00,Active,MT,Equity,,,,544566
INFINITY,BSE,Infinity Infoway Limited,INE16XA01017,10.00,Active,M ,Equity,,,,544567
ZAPPFRESH,BSE,DSM Fresh Foods Limited,INE0SUM01015,10.00,Active,M ,Equity,,,,544568
TMCV,BSE,Tata Motors Limited,INE1TAE01010,2.00,Active,B ,Equity,,,,544569
WEWORK,BSE,WeWork India Management Limited,INE085001019,10.00,Active,B ,Equity,,,,544570
NSBBPO,BSE,NSB BPO Solutions Limited,INE0SLP01017,10.00,Active,M ,Equity,,,,544571
TATACAP,BSE,Tata Capital Limited,INE976I01016,10.00,Active,A ,Equity,,,,544574
MITTALSTL,BSE,Mittal Sections Limited,INE833Q01012,10.00,Active,M ,Equity,,,,544575
LGEINDIA,BSE,LG Electronics India Limited,INE324D01010,10.00,Active,B ,Equity,,,,544576
WORTHPERI,BSE,Worth Peripherals Limited,INE196Y01018,10.00,Active,B ,Equity,,,,544577
RUBICON,BSE,RUBICON RESEARCH LIMITED,INE506V01022,1.00,Active,B ,Equity,,,,544578
CRAMC,BSE,Canara Robeco Asset Management Company Limited,INE218I01013,10.00,Active,B ,Equity,,,,544580
FLEXIADD,BSE,DSP Mutual Fund,INF740KA1WU9,10.00,Active,B ,Equity,,,,544581
SHLOKKA,BSE,SHLOKKA DYES LIMITED,INE1EUB01016,10.00,Active,M ,Equity,,,,544582
CANHLIFE,BSE,Canara HSBC Life Insurance Company Limited,INE01TY01017,10.00,Active,B ,Equity,,,,544583
SKM,BSE,SK Minerals & Additives Limited,INE13YH01017,10.00,Active,M ,Equity,,,,544584
SIHORA,BSE,SIHORA INDUSTRIES LIMITED,INE0SFA01011,10.00,Active,M ,Equity,,,,544585
NIFTYCASE,BSE,Zerodha Mutual Fund,INF0R8F01166,10.00,Active,B ,Equity,,,,544586
MIDWESTLTD,BSE,Midwest Limited,INE0XAD01024,5.00,Active,B ,Equity,,,,544587
MHLSRG,BSE,SBI Mutual Fund,INF200K30015,10.00,Active,B ,Equity,,,,544588
MHLSRD,BSE,SBI Mutual Fund,INF200K30023,10.00,Active,B ,Equity,,,,544589
MHLSRDR,BSE,SBI Mutual Fund,INF200K30031,10.00,Active,B ,Equity,,,,544590
MHLSDG,BSE,SBI Mutual Fund,INF200K30049,10.00,Active,B ,Equity,,,,544591
MHLSDD,BSE,SBI Mutual Fund,INF200K30056,10.00,Active,B ,Equity,,,,544592
MHLSDDR,BSE,SBI Mutual Fund,INF200K30064,10.00,Active,B ,Equity,,,,544593
TRADEUNO,BSE,GAME CHANGERS TEXFAB LIMITED,INE1GUJ01014,10.00,Active,M ,Equity,,,,544594
ORKLAINDIA,BSE,Orkla India Limited,INE16NZ01023,1.00,Active,B ,Equity,,,,544595
SAFECURE,BSE,Safecure Services Limited,INE0SVZ01015,10.00,Active,M ,Equity,,,,544596
PIRAMALFIN,BSE,Piramal Finance Limited,INE202B01038,2.00,Active,B ,Equity,,,,544597
ACCURACY,BSE,Accuracy Shipping Limited,INE648Z01023,1.00,Active,B ,Equity,,,,544598
STUDDS,BSE,Studds Accessories Limited,INE00Q601028,5.00,Active,B ,Equity,,,,544599
LENSKART,BSE,Lenskart Solutions Limited,INE956O01016,2.00,Active,B ,Equity,,,,544600
GROWW,BSE,Billionbrains Garage Ventures Limited,INE0HOQ01053,2.00,Active,B ,Equity,,,,544603
ENERGY,BSE,Mirae Asset Mutual Fund,INF769K01PR2,10.00,Active,B ,Equity,,,,544604
SMALL250,BSE,Mirae Asset Mutual Fund,INF769K01PQ4,10.00,Active,B ,Equity,,,,544605
PINELABS,BSE,Pine Labs Limited,INE15B701018,1.00,Active,B ,Equity,,,,544606
SHTL,BSE,SHINING TOOLS LIMITED,INE0D8001018,10.00,Active,M ,Equity,,,,544607
EMMVEE,BSE,Emmvee Photovoltaic Power Limited,INE1C6T01020,2.00,Active,B ,Equity,,,,544608
PWL,BSE,Physicswallah Limited,INE0LP301011,1.00,Active,B ,Equity,,,,544609
WORKMATES,BSE,WORKMATES CORE2CLOUD SOLUTION LIMITED,INE1I1301016,10.00,Active,M ,Equity,,,,544610
MAHALIFE,BSE,MAHAMAYA LIFESCIENCES LIMITED,INE0U9D01019,10.00,Active,M ,Equity,,,,544611
TENNIND,BSE,Tenneco Clean Air India Limited,INE19RI01016,10.00,Active,B ,Equity,,,,544612
UTLSOLAR,BSE,Fujiyama Power Systems Limited,INE12UR01024,1.00,Active,B ,Equity,,,,544613
CAPILLARY,BSE,Capillary Technologies India Limited,INE0ILV01024,2.00,Active,B ,Equity,,,,544614
KSR,BSE,KSR Footwear Limited,INE1SPP01016,10.00,Active,T ,Equity,,,,544615
GALLARD,BSE,Gallard Steel Limited,INE0BUQ01012,10.00,Active,MT,Equity,,,,544616
EXCELSOFT,BSE,Excelsoft Technologies Limited,INE606N01019,10.00,Active,B ,Equity,,,,544617
ESENSEX,BSE,Edelweiss Mutual Fund,INF754K01VY8,10.00,Active,B ,Equity,,,,544618
SUDEEPPHRM,BSE,Sudeep Pharma Limited,INE0QPI01025,1.00,Active,B ,Equity,,,,544619
MSCIADD,BSE,DSP Mutual Fund,INF740KA1WV7,10.00,Active,B ,Equity,,,,544620
SSMD,BSE,SSMD AGROTECH INDIA LIMITED,INE1U2R01013,10.00,Active,MT,Equity,,,,544621
